TITLE = "same mesh"
variables="x","y","z"
zone I=5,j=4,f=block
2.000000 4.000000 6.000000 8.000000 10.000000
2.000000 4.000000 6.000000 8.000000 10.00000
2.000000 4.000000 6.000000 8.000000 10.000000
2.000000 4.000000 6.000000 8.000000 10.000000
5.000000 7.000000 9.000000 11.000000 13.000000
8.000000 10.000000 12.000000 14.000000 16.000000
11.000000 13.000000 15.000000 17.000000 19.000000
14.000000 16.000000 18.000000 20.000000 22.000000
-19.178485 26.279464 24.727109 -79.999217 42.016704
19.787165 -21.760844 -32.194375 79.248588 -28.790332
 -19.999804 16.806681 39.017270 -76.911799 14.987721
19.812147 -11.516133 -45.059235 73.035620 -0.885131
